Array,true:beta1,true:beta2,true:t_init,true:E_init,true:t_inflect,start:beta1,start:beta2,start:t_init,start:E_init,start:E_inflect,start:t_inflect
3867,1.01,0.5894104007631541,2020-03-01,3,2020-03-23,0.16,0.052708741975948215,2020-03-02,3,2020-03-23,2020-03-23
3868,1.02,0.5331513827666641,2020-03-01,3,2020-03-23,1,0.7710993215441704,2020-03-06,3,2020-03-23,2020-03-23
3869,1.03,0.5713619636371732,2020-03-01,3,2020-03-23,1.35,0.08757130266167223,2020-02-27,3,2020-03-23,2020-03-23
3870,1.04,0.7690059669315815,2020-03-01,3,2020-03-23,0.97,0.07006477983668447,2020-02-22,3,2020-03-23,2020-03-23
3871,1.05,0.5522753829136491,2020-03-01,3,2020-03-23,0.46,0.2433106459211558,2020-03-10,3,2020-03-23,2020-03-23
3872,1.06,0.5966261256486177,2020-03-01,3,2020-03-23,2.07,0.9019391718320549,2020-02-23,3,2020-03-23,2020-03-23
3873,1.07,0.6353959113359452,2020-03-01,3,2020-03-23,0.16,0.3524223966524005,2020-03-04,3,2020-03-23,2020-03-23
3874,1.08,0.0879525324329734,2020-03-01,3,2020-03-23,0.19,0.8625428369268775,2020-02-27,3,2020-03-23,2020-03-23
3875,1.09,0.3169155417010188,2020-03-01,3,2020-03-23,2.46,0.42151870857924223,2020-03-02,3,2020-03-23,2020-03-23
3876,1.1,0.02672552149742842,2020-03-01,3,2020-03-23,0.76,0.5816070041619241,2020-02-29,3,2020-03-23,2020-03-23
3877,1.11,0.661889541335404,2020-03-01,3,2020-03-23,0.54,0.031124692875891924,2020-03-13,3,2020-03-23,2020-03-23
3878,1.12,0.5761982537806034,2020-03-01,3,2020-03-23,1.84,0.5225237694103271,2020-02-18,3,2020-03-23,2020-03-23
3879,1.1300000000000001,0.650899493508041,2020-03-01,3,2020-03-23,1.6300000000000001,0.022149123018607497,2020-02-28,3,2020-03-23,2020-03-23
3880,1.1400000000000001,0.1742128897458315,2020-03-01,3,2020-03-23,1.95,0.7017685316968709,2020-02-23,3,2020-03-23,2020-03-23
3881,1.1500000000000001,0.6572971994057298,2020-03-01,3,2020-03-23,1.76,0.9067056772764772,2020-02-29,3,2020-03-23,2020-03-23
3882,1.16,0.23723909780383112,2020-03-01,3,2020-03-23,1.1,0.16620685067027807,2020-02-19,3,2020-03-23,2020-03-23
3883,1.17,0.17944626323878765,2020-03-01,3,2020-03-23,1.1300000000000001,0.04667962319217622,2020-03-05,3,2020-03-23,2020-03-23
3884,1.18,0.08081044238060714,2020-03-01,3,2020-03-23,0.74,0.7886096618603915,2020-03-05,3,2020-03-23,2020-03-23
3885,1.19,0.14765563886612654,2020-03-01,3,2020-03-23,0.79,0.4268966761883348,2020-02-18,3,2020-03-23,2020-03-23
3886,1.2,0.20596463680267335,2020-03-01,3,2020-03-23,1.68,0.1514527767430991,2020-02-15,3,2020-03-23,2020-03-23
3887,1.21,0.16815835982561111,2020-03-01,3,2020-03-23,1.57,0.345229929080233,2020-02-19,3,2020-03-23,2020-03-23
3888,1.22,0.3486796917393804,2020-03-01,3,2020-03-23,0.98,0.8204436651431024,2020-03-04,3,2020-03-23,2020-03-23
3889,1.23,0.05211735218763352,2020-03-01,3,2020-03-23,0.59,0.1991041637957096,2020-03-01,3,2020-03-23,2020-03-23
3890,1.24,0.3831603800877929,2020-03-01,3,2020-03-23,2.39,0.635137278586626,2020-02-19,3,2020-03-23,2020-03-23
3891,1.25,0.27753546424210074,2020-03-01,3,2020-03-23,1.22,0.05007488187402487,2020-03-11,3,2020-03-23,2020-03-23
3892,1.26,0.3125463202595711,2020-03-01,3,2020-03-23,0.2,0.5254953298717737,2020-02-17,3,2020-03-23,2020-03-23
3893,1.27,0.11674336940050126,2020-03-01,3,2020-03-23,1.82,0.6534926113672554,2020-03-03,3,2020-03-23,2020-03-23
3894,1.28,0.6138051649555565,2020-03-01,3,2020-03-23,0.92,0.5864407455082983,2020-02-20,3,2020-03-23,2020-03-23
3895,1.29,0.28573065586388113,2020-03-01,3,2020-03-23,0.33,0.31584010156802833,2020-02-20,3,2020-03-23,2020-03-23
3896,1.3,0.5526943588629365,2020-03-01,3,2020-03-23,1.92,0.5077555368188769,2020-02-23,3,2020-03-23,2020-03-23
3897,1.31,0.7392338177189232,2020-03-01,3,2020-03-23,2.05,0.20614053099416196,2020-03-01,3,2020-03-23,2020-03-23
3898,1.32,0.7319010168313981,2020-03-01,3,2020-03-23,1,0.5411417880095541,2020-02-16,3,2020-03-23,2020-03-23
3899,1.33,0.7683620471507311,2020-03-01,3,2020-03-23,0.81,0.9342002656776458,2020-02-26,3,2020-03-23,2020-03-23
3900,1.34,0.4558713685721159,2020-03-01,3,2020-03-23,1.95,0.6044565641786903,2020-02-17,3,2020-03-23,2020-03-23
3901,1.35,0.5745212918147445,2020-03-01,3,2020-03-23,0.8300000000000001,0.49359116423875093,2020-02-21,3,2020-03-23,2020-03-23
3902,1.36,0.7687101030722261,2020-03-01,3,2020-03-23,0.13,0.6085463708732277,2020-03-10,3,2020-03-23,2020-03-23
3903,1.37,0.10270817261189223,2020-03-01,3,2020-03-23,2.02,0.5992160101886839,2020-02-22,3,2020-03-23,2020-03-23
3904,1.3800000000000001,0.46325975768268113,2020-03-01,3,2020-03-23,0.15,0.6171632509212941,2020-03-02,3,2020-03-23,2020-03-23
3905,1.3900000000000001,0.26241485178470614,2020-03-01,3,2020-03-23,1.48,0.7581388943362981,2020-03-05,3,2020-03-23,2020-03-23
3906,1.4000000000000001,0.7800160929560662,2020-03-01,3,2020-03-23,2.06,0.8515314045362175,2020-03-11,3,2020-03-23,2020-03-23
3907,1.41,0.43427759390324355,2020-03-01,3,2020-03-23,2.43,0.9281722856685519,2020-03-08,3,2020-03-23,2020-03-23
3908,1.42,0.167810601554811,2020-03-01,3,2020-03-23,2.16,0.036398794036358595,2020-03-02,3,2020-03-23,2020-03-23
3909,1.43,0.42771500833332543,2020-03-01,3,2020-03-23,2.2,0.7056135118473321,2020-02-23,3,2020-03-23,2020-03-23
3910,1.44,0.28938040789216757,2020-03-01,3,2020-03-23,1.8,0.7868718320969492,2020-02-26,3,2020-03-23,2020-03-23
3911,1.45,0.7739082835614681,2020-03-01,3,2020-03-23,2.39,0.5542428658809513,2020-03-11,3,2020-03-23,2020-03-23
3912,1.46,0.1056719195097685,2020-03-01,3,2020-03-23,2.2800000000000002,0.0895635369233787,2020-03-11,3,2020-03-23,2020-03-23
3913,1.47,0.715688774175942,2020-03-01,3,2020-03-23,0.77,0.7483332196716219,2020-02-29,3,2020-03-23,2020-03-23
3914,1.48,0.7132265951484442,2020-03-01,3,2020-03-23,2.3000000000000003,0.1743429433554411,2020-02-23,3,2020-03-23,2020-03-23
3915,1.49,0.7128668254241348,2020-03-01,3,2020-03-23,2.48,0.9459317713044584,2020-02-27,3,2020-03-23,2020-03-23
3916,1.5,0.1912221482023597,2020-03-01,3,2020-03-23,0.43,0.3222143792081624,2020-03-05,3,2020-03-23,2020-03-23
3917,1.51,0.1048176372423768,2020-03-01,3,2020-03-23,0.39,0.6088369737844914,2020-03-13,3,2020-03-23,2020-03-23
3918,1.52,0.26592813003808263,2020-03-01,3,2020-03-23,1.24,0.9892687953542918,2020-03-01,3,2020-03-23,2020-03-23
3919,1.53,0.623223769851029,2020-03-01,3,2020-03-23,1.97,0.9607148191425949,2020-03-02,3,2020-03-23,2020-03-23
3920,1.54,0.7953239070251584,2020-03-01,3,2020-03-23,2.2800000000000002,0.3297742826398462,2020-03-10,3,2020-03-23,2020-03-23
3921,1.55,0.1588891465216875,2020-03-01,3,2020-03-23,0.31,0.7921752328984439,2020-02-26,3,2020-03-23,2020-03-23
3922,1.56,0.2277789866551757,2020-03-01,3,2020-03-23,0.34,0.12171847745776176,2020-02-20,3,2020-03-23,2020-03-23
3923,1.57,0.5666764145717025,2020-03-01,3,2020-03-23,1.17,0.5908533399924636,2020-03-01,3,2020-03-23,2020-03-23
3924,1.58,0.4271521219983697,2020-03-01,3,2020-03-23,0.24,0.3427529747132212,2020-02-16,3,2020-03-23,2020-03-23
3925,1.59,0.06568382121622562,2020-03-01,3,2020-03-23,0.26,0.6917576736304909,2020-03-11,3,2020-03-23,2020-03-23
3926,1.6,0.7214830184355379,2020-03-01,3,2020-03-23,0,0.9043760299682617,2020-03-01,3,2020-03-23,2020-03-23
3927,1.61,0.249899179674685,2020-03-01,3,2020-03-23,0,0.2545100641436875,2020-03-09,3,2020-03-23,2020-03-23
3928,1.62,0.6764718692749739,2020-03-01,3,2020-03-23,0.42,0.6097109538968652,2020-02-26,3,2020-03-23,2020-03-23
3929,1.6300000000000001,0.7322810715064407,2020-03-01,3,2020-03-23,1.3,0.26376543496735394,2020-03-05,3,2020-03-23,2020-03-23
3930,1.6400000000000001,0.6646417744457722,2020-03-01,3,2020-03-23,0.24,0.48271516314707696,2020-02-18,3,2020-03-23,2020-03-23
3931,1.6500000000000001,0.23763917535543444,2020-03-01,3,2020-03-23,1.54,0.4129703699145466,2020-03-04,3,2020-03-23,2020-03-23
3932,1.6600000000000001,0.5138676393777132,2020-03-01,3,2020-03-23,2.07,0.1902148905210197,2020-03-05,3,2020-03-23,2020-03-23
3933,1.67,0.5211100604385138,2020-03-01,3,2020-03-23,1.87,0.8777988955844194,2020-02-16,3,2020-03-23,2020-03-23
3934,1.68,0.3240095147863031,2020-03-01,3,2020-03-23,0.14,0.37389049166813493,2020-02-25,3,2020-03-23,2020-03-23
3935,1.69,0.6653630262240768,2020-03-01,3,2020-03-23,2.18,0.9890041046310216,2020-02-26,3,2020-03-23,2020-03-23
3936,1.7,0.10580645501613617,2020-03-01,3,2020-03-23,1.41,0.9297277920413762,2020-03-12,3,2020-03-23,2020-03-23
3937,1.71,0.4702448137104511,2020-03-01,3,2020-03-23,0.7000000000000001,0.23787619383074343,2020-03-12,3,2020-03-23,2020-03-23
3938,1.72,0.6689066691324115,2020-03-01,3,2020-03-23,0.85,0.1400337244849652,2020-03-12,3,2020-03-23,2020-03-23
3939,1.73,0.46328102573752405,2020-03-01,3,2020-03-23,0.51,0.3272142030764371,2020-02-23,3,2020-03-23,2020-03-23
3940,1.74,0.01581428088247776,2020-03-01,3,2020-03-23,1.98,0.7229793388396502,2020-03-08,3,2020-03-23,2020-03-23
3941,1.75,0.7946751693263651,2020-03-01,3,2020-03-23,1.1,0.06602147594094276,2020-03-01,3,2020-03-23,2020-03-23
3942,1.76,0.3970065414905548,2020-03-01,3,2020-03-23,1.29,0.9183420848567039,2020-02-23,3,2020-03-23,2020-03-23
3943,1.77,0.7530114931985736,2020-03-01,3,2020-03-23,0.85,0.7509672520682216,2020-02-17,3,2020-03-23,2020-03-23
3944,1.78,0.7748689584434033,2020-03-01,3,2020-03-23,0.64,0.9566929636057466,2020-03-13,3,2020-03-23,2020-03-23
3945,1.79,0.3633613774552942,2020-03-01,3,2020-03-23,1.82,0.2606864725239575,2020-03-02,3,2020-03-23,2020-03-23
3946,1.8,0.6557857284322381,2020-03-01,3,2020-03-23,2.33,0.4260696496348828,2020-02-28,3,2020-03-23,2020-03-23
3947,1.81,0.18733703792095185,2020-03-01,3,2020-03-23,1.73,0.6430875400546938,2020-02-27,3,2020-03-23,2020-03-23
3948,1.82,0.12445751130580902,2020-03-01,3,2020-03-23,1.49,0.1422461080364883,2020-03-03,3,2020-03-23,2020-03-23
3949,1.83,0.29158675968647,2020-03-01,3,2020-03-23,1.54,0.6391665646806359,2020-03-11,3,2020-03-23,2020-03-23
3950,1.84,0.2456027364358306,2020-03-01,3,2020-03-23,1.01,0.6004863525740802,2020-02-27,3,2020-03-23,2020-03-23
3951,1.85,0.2951080622151494,2020-03-01,3,2020-03-23,2.5,0.9405571762472391,2020-02-25,3,2020-03-23,2020-03-23
3952,1.86,0.5131087578833103,2020-03-01,3,2020-03-23,0.38,0.0939396892208606,2020-03-04,3,2020-03-23,2020-03-23
3953,1.87,0.2832997700199485,2020-03-01,3,2020-03-23,2.02,0.4219025457277894,2020-02-22,3,2020-03-23,2020-03-23
3954,1.8800000000000001,0.769291582889855,2020-03-01,3,2020-03-23,1.28,0.537253417307511,2020-03-04,3,2020-03-23,2020-03-23
3955,1.8900000000000001,0.577383297868073,2020-03-01,3,2020-03-23,0.33,0.33505719038657844,2020-02-17,3,2020-03-23,2020-03-23
3956,1.9000000000000001,0.37014197185635567,2020-03-01,3,2020-03-23,0.22,0.6113046666141599,2020-02-23,3,2020-03-23,2020-03-23
3957,1.9100000000000001,0.23907042499631645,2020-03-01,3,2020-03-23,1.27,0.3949896690901369,2020-03-08,3,2020-03-23,2020-03-23
3958,1.92,0.599203603155911,2020-03-01,3,2020-03-23,2.16,0.4182590860873461,2020-03-09,3,2020-03-23,2020-03-23
3959,1.93,0.4578870959579945,2020-03-01,3,2020-03-23,2.23,0.02717754547484219,2020-02-23,3,2020-03-23,2020-03-23
3960,1.94,0.11250962913036347,2020-03-01,3,2020-03-23,2.11,0.39634098089300096,2020-03-02,3,2020-03-23,2020-03-23
3961,1.95,0.2707648092880845,2020-03-01,3,2020-03-23,0.03,0.20298035605810583,2020-02-15,3,2020-03-23,2020-03-23
3962,1.96,0.5471915384754539,2020-03-01,3,2020-03-23,1.09,0.6888385349884629,2020-03-05,3,2020-03-23,2020-03-23
3963,1.97,0.01748308874666691,2020-03-01,3,2020-03-23,1.4000000000000001,0.5025500892661512,2020-03-11,3,2020-03-23,2020-03-23
3964,1.98,0.38548210561275487,2020-03-01,3,2020-03-23,1.82,0.25069568678736687,2020-02-20,3,2020-03-23,2020-03-23
3965,1.99,0.0389568991959095,2020-03-01,3,2020-03-23,0.62,0.870496938470751,2020-03-05,3,2020-03-23,2020-03-23
3966,2,0.45239111520349984,2020-03-01,3,2020-03-23,0.6,0.6774577465839684,2020-03-01,3,2020-03-23,2020-03-23
3967,2.0100000000000002,0.5548813102766872,2020-03-01,3,2020-03-23,0.76,0.4108343585394323,2020-02-20,3,2020-03-23,2020-03-23
3968,2.02,0.24139741677790882,2020-03-01,3,2020-03-23,0.5700000000000001,0.7653839879203588,2020-02-17,3,2020-03-23,2020-03-23
3969,2.0300000000000002,0.469599037244916,2020-03-01,3,2020-03-23,2.48,0.5482979512307793,2020-02-20,3,2020-03-23,2020-03-23
3970,2.04,0.46612479705363513,2020-03-01,3,2020-03-23,0.9,0.7017134570050985,2020-03-01,3,2020-03-23,2020-03-23
3971,2.05,0.4777387795969844,2020-03-01,3,2020-03-23,2.36,0.28834439837373793,2020-02-24,3,2020-03-23,2020-03-23
3972,2.06,0.42689590621739626,2020-03-01,3,2020-03-23,0.87,0.2689539263956249,2020-03-10,3,2020-03-23,2020-03-23
3973,2.07,0.2644977491348982,2020-03-01,3,2020-03-23,1.21,0.2231651267502457,2020-02-22,3,2020-03-23,2020-03-23
3974,2.08,0.21744582131505014,2020-03-01,3,2020-03-23,0.29,0.9346260167658329,2020-03-04,3,2020-03-23,2020-03-23
3975,2.09,0.24300739988684655,2020-03-01,3,2020-03-23,0.52,0.4660430825315416,2020-03-01,3,2020-03-23,2020-03-23
3976,2.1,0.27904256209731104,2020-03-01,3,2020-03-23,1.1400000000000001,0.16167180286720395,2020-02-23,3,2020-03-23,2020-03-23
3977,2.11,0.6067383136600256,2020-03-01,3,2020-03-23,2.19,0.47450778679922223,2020-03-05,3,2020-03-23,2020-03-23
3978,2.12,0.3167618049308658,2020-03-01,3,2020-03-23,0.93,0.7540251601021737,2020-02-29,3,2020-03-23,2020-03-23
3979,2.13,0.26665686424821616,2020-03-01,3,2020-03-23,0.1,0.5082521322183311,2020-02-15,3,2020-03-23,2020-03-23
3980,2.14,0.2040461292490363,2020-03-01,3,2020-03-23,1.5,0.11016556969843805,2020-03-10,3,2020-03-23,2020-03-23
3981,2.15,0.39621009267866614,2020-03-01,3,2020-03-23,2.5,0.4952360966708511,2020-02-27,3,2020-03-23,2020-03-23
3982,2.16,0.5562406562268735,2020-03-01,3,2020-03-23,0.75,0.33681061305105686,2020-03-01,3,2020-03-23,2020-03-23
3983,2.17,0.7035756297409534,2020-03-01,3,2020-03-23,1.31,0.9399008536711335,2020-02-23,3,2020-03-23,2020-03-23
3984,2.18,0.38544859215617183,2020-03-01,3,2020-03-23,2.05,0.03893856285139918,2020-02-15,3,2020-03-23,2020-03-23
3985,2.19,0.26338420026004317,2020-03-01,3,2020-03-23,0.41000000000000003,0.21224194625392556,2020-02-17,3,2020-03-23,2020-03-23
3986,2.2,0.3591294495388866,2020-03-01,3,2020-03-23,0.77,0.8968563368543983,2020-03-13,3,2020-03-23,2020-03-23
3987,2.21,0.33479522708803416,2020-03-01,3,2020-03-23,0.03,0.2280344080645591,2020-03-07,3,2020-03-23,2020-03-23
3988,2.22,0.380419067107141,2020-03-01,3,2020-03-23,1.75,0.08047369914129376,2020-02-22,3,2020-03-23,2020-03-23
3989,2.23,0.6369378719478846,2020-03-01,3,2020-03-23,0.13,0.7574317622929811,2020-03-11,3,2020-03-23,2020-03-23
3990,2.24,0.4586252223700285,2020-03-01,3,2020-03-23,0.77,0.4347993885166943,2020-03-13,3,2020-03-23,2020-03-23
3991,2.25,0.5733371905982495,2020-03-01,3,2020-03-23,0.39,0.4576027437578887,2020-03-12,3,2020-03-23,2020-03-23
3992,2.2600000000000002,0.2933144213631749,2020-03-01,3,2020-03-23,1.62,0.25087218871340156,2020-03-04,3,2020-03-23,2020-03-23
3993,2.27,0.11232191137969494,2020-03-01,3,2020-03-23,1.44,0.04019601922482252,2020-02-18,3,2020-03-23,2020-03-23
3994,2.2800000000000002,0.10790223497897387,2020-03-01,3,2020-03-23,1.37,0.6201885768678039,2020-03-03,3,2020-03-23,2020-03-23
3995,2.29,0.13589553926140072,2020-03-01,3,2020-03-23,0.47000000000000003,0.9233482915442437,2020-02-22,3,2020-03-23,2020-03-23
3996,2.3000000000000003,0.7833546521142125,2020-03-01,3,2020-03-23,2.38,0.38879286497831345,2020-02-29,3,2020-03-23,2020-03-23
3997,2.31,0.37655370701104407,2020-03-01,3,2020-03-23,1.27,0.6218789264094085,2020-02-27,3,2020-03-23,2020-03-23
3998,2.32,0.638115124590695,2020-03-01,3,2020-03-23,0.62,0.28434754139743745,2020-03-08,3,2020-03-23,2020-03-23
3999,2.33,0.5803437273949384,2020-03-01,3,2020-03-23,0.44,0.4758944381028414,2020-03-01,3,2020-03-23,2020-03-23
4000,2.34,0.16830639950931073,2020-03-01,3,2020-03-23,0.78,0.6986464175861329,2020-02-18,3,2020-03-23,2020-03-23
4001,2.35,0.7995123829692603,2020-03-01,3,2020-03-23,2.14,0.3013132135383785,2020-02-27,3,2020-03-23,2020-03-23
4002,2.36,0.7660774225369096,2020-03-01,3,2020-03-23,0.31,0.8721443384420127,2020-02-26,3,2020-03-23,2020-03-23
4003,2.37,0.032964935153722764,2020-03-01,3,2020-03-23,0,0.44986153417266905,2020-02-25,3,2020-03-23,2020-03-23
4004,2.38,0.42210417687892915,2020-03-01,3,2020-03-23,1.11,0.4884197588544339,2020-03-12,3,2020-03-23,2020-03-23
4005,2.39,0.6909887844696642,2020-03-01,3,2020-03-23,1.45,0.548569775884971,2020-02-20,3,2020-03-23,2020-03-23
4006,2.4,0.7779075669124723,2020-03-01,3,2020-03-23,1.95,0.9818509113974869,2020-03-01,3,2020-03-23,2020-03-23
4007,2.41,0.04810343086719513,2020-03-01,3,2020-03-23,0.55,0.14186271489597857,2020-03-12,3,2020-03-23,2020-03-23
4008,2.42,0.5288513423874974,2020-03-01,3,2020-03-23,1.53,0.9408768098801374,2020-02-21,3,2020-03-23,2020-03-23
4009,2.43,0.19799526277929547,2020-03-01,3,2020-03-23,1.18,0.5357397561892867,2020-02-29,3,2020-03-23,2020-03-23
4010,2.44,0.1544424070045352,2020-03-01,3,2020-03-23,2.37,0.43657408049330115,2020-02-23,3,2020-03-23,2020-03-23
4011,2.45,0.3293228887021542,2020-03-01,3,2020-03-23,0,0.5706457963678986,2020-03-10,3,2020-03-23,2020-03-23
4012,2.46,0.672882234863937,2020-03-01,3,2020-03-23,2.25,0.6652090747375041,2020-02-17,3,2020-03-23,2020-03-23
4013,2.47,0.6647410644218326,2020-03-01,3,2020-03-23,2.05,0.5654219023417681,2020-02-22,3,2020-03-23,2020-03-23
4014,2.48,0.5364135727286339,2020-03-01,3,2020-03-23,1.27,0.8008415400981903,2020-02-29,3,2020-03-23,2020-03-23
4015,2.49,0.4249431280419231,2020-03-01,3,2020-03-23,1.93,0.18936477019451559,2020-02-26,3,2020-03-23,2020-03-23
4016,2.5,0.40000650472939014,2020-03-01,3,2020-03-23,1.18,0.10916242492385209,2020-02-15,3,2020-03-23,2020-03-23
4017,0,0.03030733186751604,2020-03-04,3,2020-03-23,1.46,0.7208430038299412,2020-03-08,3,2020-03-23,2020-03-23
4018,0.01,0.663829355314374,2020-03-04,3,2020-03-23,1.03,0.5323947048746049,2020-03-13,3,2020-03-23,2020-03-23
4019,0.02,0.5876315247267485,2020-03-04,3,2020-03-23,2.34,0.08446200843900442,2020-03-05,3,2020-03-23,2020-03-23
4020,0.03,0.27529312893748287,2020-03-04,3,2020-03-23,0.38,0.6713294829241931,2020-02-26,3,2020-03-23,2020-03-23
4021,0.04,0.42854077741503716,2020-03-04,3,2020-03-23,0.43,0.897439282387495,2020-02-15,3,2020-03-23,2020-03-23
4022,0.05,0.3796865027397871,2020-03-04,3,2020-03-23,1.94,0.7440875037573278,2020-03-01,3,2020-03-23,2020-03-23
4023,0.06,0.4658298667520285,2020-03-04,3,2020-03-23,0.8300000000000001,0.6004190850071609,2020-02-17,3,2020-03-23,2020-03-23
4024,0.07,0.7338507959619165,2020-03-04,3,2020-03-23,2.12,0.7319544192869216,2020-02-17,3,2020-03-23,2020-03-23
4025,0.08,0.7628675449639559,2020-03-04,3,2020-03-23,1.34,0.2842704886570573,2020-03-12,3,2020-03-23,2020-03-23
4026,0.09,0.4091277360916138,2020-03-04,3,2020-03-23,2.46,0.9367524306289852,2020-03-06,3,2020-03-23,2020-03-23
4027,0.1,0.6812060436233879,2020-03-04,3,2020-03-23,2.02,0.1914358416106552,2020-03-03,3,2020-03-23,2020-03-23
4028,0.11,0.622688646428287,2020-03-04,3,2020-03-23,1.84,0.26495689689181745,2020-02-26,3,2020-03-23,2020-03-23
4029,0.12,0.7363060772418977,2020-03-04,3,2020-03-23,1.37,0.9383643458131701,2020-02-22,3,2020-03-23,2020-03-23
4030,0.13,0.5848717188462615,2020-03-04,3,2020-03-23,1.51,0.7026723166927695,2020-02-26,3,2020-03-23,2020-03-23
4031,0.14,0.01780960187315941,2020-03-04,3,2020-03-23,0.98,0.198076703120023,2020-02-23,3,2020-03-23,2020-03-23
4032,0.15,0.6656837437301875,2020-03-04,3,2020-03-23,0.1,0.4894279553554952,2020-02-23,3,2020-03-23,2020-03-23
4033,0.16,0.6497167505323888,2020-03-04,3,2020-03-23,0.59,0.7930040434002876,2020-03-04,3,2020-03-23,2020-03-23
4034,0.17,0.2224917944520712,2020-03-04,3,2020-03-23,1.5,0.22026105038821697,2020-02-22,3,2020-03-23,2020-03-23
4035,0.18,0.6312751164659858,2020-03-04,3,2020-03-23,1.87,0.9294731223490089,2020-03-11,3,2020-03-23,2020-03-23
4036,0.19,0.016556415520608426,2020-03-04,3,2020-03-23,0.84,0.9870009003207088,2020-03-12,3,2020-03-23,2020-03-23
4037,0.2,0.6113865375518799,2020-03-04,3,2020-03-23,1.48,0.28719360660761595,2020-03-10,3,2020-03-23,2020-03-23
4038,0.21,0.7054769940674306,2020-03-04,3,2020-03-23,1.59,0.32336515514180064,2020-02-23,3,2020-03-23,2020-03-23
4039,0.22,0.4849318649619818,2020-03-04,3,2020-03-23,0.87,0.5014062870759517,2020-02-17,3,2020-03-23,2020-03-23
4040,0.23,0.5781254610046744,2020-03-04,3,2020-03-23,2.06,0.8117907184641808,2020-03-02,3,2020-03-23,2020-03-23
4041,0.24,0.666041399538517,2020-03-04,3,2020-03-23,0,0.7993025968316942,2020-02-27,3,2020-03-23,2020-03-23
4042,0.25,0.4118619788438082,2020-03-04,3,2020-03-23,1.26,0.14284630864858627,2020-02-16,3,2020-03-23,2020-03-23
4043,0.26,0.38293360192328696,2020-03-04,3,2020-03-23,1.52,0.2954569223802537,2020-03-10,3,2020-03-23,2020-03-23
4044,0.27,0.25710535757243635,2020-03-04,3,2020-03-23,0.51,0.6061854176223278,2020-03-02,3,2020-03-23,2020-03-23
4045,0.28,0.34529203288257126,2020-03-04,3,2020-03-23,1.93,0.7795372947584838,2020-03-04,3,2020-03-23,2020-03-23
4046,0.29,0.706815248169005,2020-03-04,3,2020-03-23,2.27,0.05496110441163182,2020-03-10,3,2020-03-23,2020-03-23
4047,0.3,0.6416526937857271,2020-03-04,3,2020-03-23,2.06,0.7335423738695681,2020-03-09,3,2020-03-23,2020-03-23
4048,0.31,0.38997347056865694,2020-03-04,3,2020-03-23,1.48,0.860505418619141,2020-02-25,3,2020-03-23,2020-03-23
4049,0.32,0.14903979487717153,2020-03-04,3,2020-03-23,1.22,0.8063713377341628,2020-02-22,3,2020-03-23,2020-03-23
4050,0.33,0.7834593188017607,2020-03-04,3,2020-03-23,1.17,0.5530661707744002,2020-02-28,3,2020-03-23,2020-03-23
4051,0.34,0.5233895568177104,2020-03-04,3,2020-03-23,0.18,0.22957095294259489,2020-03-12,3,2020-03-23,2020-03-23
4052,0.35000000000000003,0.18593909330666067,2020-03-04,3,2020-03-23,1.79,0.1950736721046269,2020-03-05,3,2020-03-23,2020-03-23
4053,0.36,0.05367036145180464,2020-03-04,3,2020-03-23,0.87,0.8996634515933692,2020-03-10,3,2020-03-23,2020-03-23
4054,0.37,0.48409789614379406,2020-03-04,3,2020-03-23,0.04,0.8090008259750903,2020-03-05,3,2020-03-23,2020-03-23
4055,0.38,0.49605622533708815,2020-03-04,3,2020-03-23,1.1400000000000001,0.3948989936616272,2020-02-19,3,2020-03-23,2020-03-23
4056,0.39,0.02072485238313675,2020-03-04,3,2020-03-23,1.6600000000000001,0.11453252821229398,2020-02-26,3,2020-03-23,2020-03-23
4057,0.4,0.6171405211091042,2020-03-04,3,2020-03-23,1.7,0.13718057214282453,2020-02-19,3,2020-03-23,2020-03-23
4058,0.41000000000000003,0.5834188563749194,2020-03-04,3,2020-03-23,0.46,0.9106408345978707,2020-02-17,3,2020-03-23,2020-03-23
4059,0.42,0.7374936172738672,2020-03-04,3,2020-03-23,0.56,0.20092298928648233,2020-03-03,3,2020-03-23,2020-03-23
4060,0.43,0.2500543659552932,2020-03-04,3,2020-03-23,2.27,0.944138997932896,2020-02-22,3,2020-03-23,2020-03-23
4061,0.44,0.7733402412384749,2020-03-04,3,2020-03-23,2.41,0.7680184419732541,2020-02-28,3,2020-03-23,2020-03-23
4062,0.45,0.3576289441436529,2020-03-04,3,2020-03-23,1.41,0.27449303795583546,2020-02-16,3,2020-03-23,2020-03-23
4063,0.46,0.7086980996653438,2020-03-04,3,2020-03-23,1.53,0.6688098127488047,2020-02-16,3,2020-03-23,2020-03-23
4064,0.47000000000000003,0.1624246345832944,2020-03-04,3,2020-03-23,0.35000000000000003,0.3485459245275706,2020-03-11,3,2020-03-23,2020-03-23
4065,0.48,0.2081984117627144,2020-03-04,3,2020-03-23,1.08,0.9208925925195217,2020-02-15,3,2020-03-23,2020-03-23
4066,0.49,0.12524024415761234,2020-03-04,3,2020-03-23,2.42,0.3096164136659354,2020-02-24,3,2020-03-23,2020-03-23
4067,0.5,0.5471085552126169,2020-03-04,3,2020-03-23,1.3800000000000001,0.5187671240419149,2020-03-13,3,2020-03-23,2020-03-23
4068,0.51,0.4130133731290698,2020-03-04,3,2020-03-23,0.46,0.915551356272772,2020-03-03,3,2020-03-23,2020-03-23
